"","title","WorkerId","social","know","error","v.trend.error"
"41","Retail Salespersons","A8DZPG6LG0M3J",1,1,-1.21910482178708,1
"42","Retail Salespersons","ARFK5JVM6G8T2",0,1,-0.233093618944034,1
"43","Retail Salespersons","A2ZKJP3R23LRDM",-1,1,-0.787192781634231,0
"44","Retail Salespersons","AKATCXM6HXIU7",2,1,0.170599915631437,0
"45","Retail Salespersons","A70AS0KVKADBY",2,1,0.170599915631437,1
"46","Retail Salespersons","A28JXW5YZJDNK4",0,1,-0.233093618944034,2
"47","Retail Salespersons","A2J5N770I859WE",1,1,0.170599915631437,1
"48","Retail Salespersons","A1EBLL5P6V0MRI",-1,1,-0.233093618944034,0
"49","Retail Salespersons","AFDC9A6Z60W2Z",-2,1,-1.21910482178708,1
"50","Retail Salespersons","A261BGQAPP1916",1,1,-0.233093618944034,0
"51","Retail Salespersons","A10YOLDH7F5J7F",-2,1,-0.594209791010506,1
"52","Retail Salespersons","AXXE3YFPKF64O",0,1,-0.233093618944034,1
"53","Retail Salespersons","A2LFVJ28A2J2PK",1,1,0.170599915631437,0
"54","Retail Salespersons","A3ULLVXV9O1K4B",1,1,-0.594209791010506,1
"55","Retail Salespersons","A1AA20GYIOFY7N",1,1,-0.233093618944034,0
"56","Retail Salespersons","AL03X7TW8ZCB0",-2,1,-0.594209791010506,0
"57","Retail Salespersons","A3J57G3L42PDR4",2,1,1.78150614925105,2
"58","Retail Salespersons","A2JTDTGLA7IZ0L",1,1,0.170599915631437,0
"59","Retail Salespersons","A9JHTV37LSE5F",-2,1,-0.233093618944034,1
"60","Secretaries and Administrative Assistants","AHKOZVL0KZKAB",1,1,0.152716794323428,0
"61","Secretaries and Administrative Assistants","A1IYFXLF8HPO0G",-1,1,0.152716794323428,2
"62","Secretaries and Administrative Assistants","A15L7DBIL7TYTW",2,1,0.777611825099999,2
"63","Secretaries and Administrative Assistants","A28JXW5YZJDNK4",1,1,0.152716794323428,2
"64","Secretaries and Administrative Assistants","A2JIQYORPF0PSE",1,1,-0.936534708622115,1
"65","Secretaries and Administrative Assistants","AFDC9A6Z60W2Z",-1,1,-0.375624426038935,1
"66","Secretaries and Administrative Assistants","A259VM9OLD0RGN",-1,1,0.777611825099999,2
"67","Secretaries and Administrative Assistants","A2SG52VOQKJL2P",1,1,-0.936534708622115,1
"68","Secretaries and Administrative Assistants","AXXE3YFPKF64O",2,1,-0.375624426038935,0
"69","Secretaries and Administrative Assistants","A3S67PMO5ZG61S",0,1,-0.375624426038935,1
"70","Secretaries and Administrative Assistants","A3H8M155NBFE1L",-2,1,-0.375624426038935,1
"71","Secretaries and Administrative Assistants","A2ZKJP3R23LRDM",-1,1,-0.375624426038935,0
"72","Secretaries and Administrative Assistants","AA9PW65NC1SK5",-2,0,-0.833294408519615,0
"73","Secretaries and Administrative Assistants","A9JHTV37LSE5F",0,1,-0.375624426038935,2
"74","Secretaries and Administrative Assistants","AL03X7TW8ZCB0",-2,1,-1.23698794309508,0
"75","Secretaries and Administrative Assistants","A24ZKEJTS1O4IW",1,1,0.777611825099999,1
"76","Secretaries and Administrative Assistants","A2EEUQ0YY2XIU",-1,1,0.152716794323428,0
"77","Secretaries and Administrative Assistants","A8TCR99262PGK",0,1,0.152716794323428,1
"78","Secretaries and Administrative Assistants","A1AA20GYIOFY7N",-1,1,0.152716794323428,1
"79","Secretaries and Administrative Assistants","AKATCXM6HXIU7",1,1,-0.375624426038935,0
"80","Secretaries and Administrative Assistants","A2DJNG082ZHH20",-2,0,-0.833294408519615,1
"81","Secretaries and Administrative Assistants","A3J57G3L42PDR4",1,1,0.777611825099999,1
"82","Secretaries and Administrative Assistants","A358YR7MWC6LRH",0,1,-0.833294408519615,1
"83","Secretaries and Administrative Assistants","A3C5DI9OH71AZC",0,1,-0.375624426038935,1
"84","Secretaries and Administrative Assistants","A10YOLDH7F5J7F",-2,1,-0.375624426038935,1
"85","Secretaries and Administrative Assistants","A28XFC7F3F89W8",0,1,-1.23698794309508,0
"86","Secretaries and Administrative Assistants","A3760PCQD2MPIO",0,1,0.777611825099999,1
"87","Secretaries and Administrative Assistants","A16D2GVNFHEB9V",0,1,-0.833294408519615,0
"88","Secretaries and Administrative Assistants","APWXTMJO1I1ST",0,1,0.777611825099999,0
"89","Secretaries and Administrative Assistants","A2M5VW97GIYLHB",1,1,0.152716794323428,0
"90","Fast Food and Counter Workers","AXXE3YFPKF64O",1,1,-0.848426590298772,0
"91","Fast Food and Counter Workers","A30MLBCTI3OWIR",-2,1,0.762479643320842,2
"92","Fast Food and Counter Workers","A28JXW5YZJDNK4",-2,1,0.762479643320842,0
"93","Fast Food and Counter Workers","A2ZKJP3R23LRDM",-2,1,-0.848426590298772,0
"94","Fast Food and Counter Workers","A3C5DI9OH71AZC",-1,1,0.762479643320842,0
"95","Fast Food and Counter Workers","A2SG52VOQKJL2P",-2,1,-1.25212012487424,1
"96","Fast Food and Counter Workers","AKATCXM6HXIU7",1,1,-1.25212012487424,0
"97","Fast Food and Counter Workers","A2YBZFSUD5OP7W",0,1,-0.848426590298772,2
"98","Fast Food and Counter Workers","AIH06SF8MK6XF",-2,1,0.762479643320842,0
"99","Fast Food and Counter Workers","AQHEUOC8K27FR",1,1,-0.848426590298772,0
"100","Fast Food and Counter Workers","A15I7L8DS3FV6U",-2,1,-0.848426590298772,1
"101","Fast Food and Counter Workers","A3FWFXTCHEX9UM",0,1,-0.848426590298772,2
"102","Fast Food and Counter Workers","A8DZPG6LG0M3J",1,1,-0.848426590298772,1
"103","Fast Food and Counter Workers","A24ZKEJTS1O4IW",0,1,0.762479643320842,1
"104","Fast Food and Counter Workers","A9JHTV37LSE5F",-2,1,-0.848426590298772,1
"105","Fast Food and Counter Workers","A2DJNG082ZHH20",0,1,-1.25212012487424,1
"106","Fast Food and Counter Workers","A10YOLDH7F5J7F",-1,1,0.762479643320842,0
"107","Fast Food and Counter Workers","A70AS0KVKADBY",-1,1,0.762479643320842,1
"108","Fast Food and Counter Workers","A1FP3SH704X01V",2,1,0.762479643320842,2
"109","Fast Food and Counter Workers","A3760PCQD2MPIO",-2,1,0.762479643320842,1
"110","Fast Food and Counter Workers","A3ULLVXV9O1K4B",0,1,0.762479643320842,1
"111","Fast Food and Counter Workers","A15FHCYJJXEFDN",-2,1,-0.848426590298772,0
"112","Fast Food and Counter Workers","A3S67PMO5ZG61S",-1,1,-1.25212012487424,1
"113","Fast Food and Counter Workers","AL03X7TW8ZCB0",-2,1,-0.848426590298772,0
"114","Fast Food and Counter Workers","AFDC9A6Z60W2Z",-2,1,-0.848426590298772,1
"115","Fast Food and Counter Workers","A3H8M155NBFE1L",2,1,-0.848426590298772,0
"116","Fast Food and Counter Workers","A2CQP9DZSDUC5V",0,1,0.762479643320842,1
"117","Fast Food and Counter Workers","A3J57G3L42PDR4",1,1,0.762479643320842,0
"118","Fast Food and Counter Workers","AA9PW65NC1SK5",-1,1,-0.921402526842956,0
"119","Fast Food and Counter Workers","A1AA20GYIOFY7N",-2,1,-0.848426590298772,1
"120","Cashiers","AVAOZJAR2JLKH",1,1,-0.568257545168644,2
"121","Cashiers","A3FAURB3U6YND5",0,1,-0.568257545168644,1
"122","Cashiers","AKATCXM6HXIU7",2,1,-0.576676541196513,0
"123","Cashiers","AE9JDOBGR6D12",-2,1,-0.568257545168644,2
"124","Cashiers","A1QD0XE25CXJ2A",-1,1,-0.568257545168644,2
"125","Cashiers","AFDC9A6Z60W2Z",1,1,-0.971951079744115,1
"126","Cashiers","A3ULLVXV9O1K4B",1,1,-1.20157157197308,1
"127","Cashiers","A2CQP9DZSDUC5V",0,1,-0.568257545168644,0
"129","Cashiers","A1AA20GYIOFY7N",-1,1,-1.20157157197308,0
"130","Cashiers","A2J5N770I859WE",-1,1,-0.568257545168644,1
"131","Cashiers","A1WJC9VETYJYHP",-2,1,-0.971951079744115,1
"132","Cashiers","A10YOLDH7F5J7F",-1,1,-0.568257545168644,1
"133","Cashiers","A2USD3XJ7TU9Y7",1,1,-0.568257545168644,0
"134","Cashiers","A3760PCQD2MPIO",-1,1,-0.971951079744115,2
"135","Cashiers","A9JHTV37LSE5F",-2,1,-0.568257545168644,1
"136","Cashiers","A2ZKJP3R23LRDM",-1,1,-1.20157157197308,0
"137","Cashiers","AL03X7TW8ZCB0",-2,1,0.40933466164653,0
"138","Cashiers","A3C6BPE5UJ9EHR",0,1,-0.971951079744115,2
"139","Cashiers","A2DJNG082ZHH20",-2,1,-0.971951079744115,2
"140","Cashiers","A3C5DI9OH71AZC",-2,1,-1.20157157197308,1
"141","Cashiers","A30MLBCTI3OWIR",2,1,-0.568257545168644,2
"142","Cashiers","A24ZKEJTS1O4IW",1,1,-0.971951079744115,1
"143","Cashiers","A1XAOEDK0Y2KBT",-2,1,-0.568257545168644,0
"144","Cashiers","A28JXW5YZJDNK4",-2,1,-0.971951079744115,2
"145","Cashiers","A70AS0KVKADBY",2,1,-0.568257545168644,1
"146","Cashiers","A16D2GVNFHEB9V",-2,1,-0.576676541196513,0
"147","Cashiers","A3J57G3L42PDR4",0,1,1.04264868845097,1
"148","Cashiers","A2SG52VOQKJL2P",-2,1,-1.20157157197308,2
"149","Cashiers","A2EEUQ0YY2XIU",-1,1,1.04264868845097,0
"150","Laborers and Material Movers, Hand","AA9PW65NC1SK5",-1,1,0.43528690748839,1
"151","Laborers and Material Movers, Hand","A1EBLL5P6V0MRI",-2,-1,-0.594209791010506,1
"152","Laborers and Material Movers, Hand","A2SG52VOQKJL2P",0,1,0.170599915631437,0
"153","Laborers and Material Movers, Hand","A15FHCYJJXEFDN",-2,1,0.170599915631437,0
"154","Laborers and Material Movers, Hand","A2EEUQ0YY2XIU",-2,1,-0.233093618944034,0
"155","Laborers and Material Movers, Hand","A8TCR99262PGK",1,1,0.43528690748839,1
"156","Laborers and Material Movers, Hand","A10YOLDH7F5J7F",-2,1,-0.233093618944034,1
"157","Laborers and Material Movers, Hand","A3760PCQD2MPIO",-2,1,-0.594209791010506,2
"158","Laborers and Material Movers, Hand","A3H8M155NBFE1L",0,1,-1.21910482178708,0
"159","Laborers and Material Movers, Hand","A3J57G3L42PDR4",-2,0,-1.21910482178708,1
"160","Laborers and Material Movers, Hand","AFDC9A6Z60W2Z",-2,0,-0.787192781634231,1
"161","Laborers and Material Movers, Hand","A1AA20GYIOFY7N",-2,1,-0.594209791010506,1
"162","Laborers and Material Movers, Hand","A3FAURB3U6YND5",-2,1,-0.787192781634231,0
"163","Laborers and Material Movers, Hand","A1QD0XE25CXJ2A",-2,-1,-0.329522799153551,1
"164","Laborers and Material Movers, Hand","A8OE2E20OZYKI",-2,1,-0.787192781634231,0
"165","Laborers and Material Movers, Hand","A259VM9OLD0RGN",1,0,-0.233093618944034,2
"166","Laborers and Material Movers, Hand","A2J5N770I859WE",-1,1,-0.329522799153551,2
"167","Laborers and Material Movers, Hand","A28JXW5YZJDNK4",-2,1,-0.594209791010506,2
"168","Laborers and Material Movers, Hand","A2ZKJP3R23LRDM",-1,1,-0.594209791010506,0
"169","Laborers and Material Movers, Hand","A2DJNG082ZHH20",-2,0,-0.329522799153551,1
"170","Laborers and Material Movers, Hand","A3ER967LRUC39Y",-2,1,-0.787192781634231,0
"171","Laborers and Material Movers, Hand","AUJYDLLP0JMMF",-1,1,-0.329522799153551,1
"172","Laborers and Material Movers, Hand","A9JHTV37LSE5F",1,1,-0.787192781634231,2
"173","Laborers and Material Movers, Hand","A24ZKEJTS1O4IW",-2,1,-1.21910482178708,1
"174","Laborers and Material Movers, Hand","AL03X7TW8ZCB0",-2,1,1.06018193826496,0
"175","Laborers and Material Movers, Hand","A1AKMFN63ZSCL8",-2,1,0.170599915631437,0
"176","Laborers and Material Movers, Hand","A30MLBCTI3OWIR",-2,1,-0.594209791010506,1
"177","Laborers and Material Movers, Hand","A24UO1UN0P7O0M",-2,1,-0.233093618944034,2
"178","Laborers and Material Movers, Hand","A2YBZFSUD5OP7W",-1,1,-0.594209791010506,2
"179","Laborers and Material Movers, Hand","A3C5DI9OH71AZC",-2,1,-0.594209791010506,0
"180","Building Cleaning Workers","A2ZKJP3R23LRDM",-2,1,-0.782339056980636,0
"181","Building Cleaning Workers","AL03X7TW8ZCB0",-2,1,-1.12740473602646,0
"182","Building Cleaning Workers","A24ZKEJTS1O4IW",-2,1,1.59337688328092,1
"183","Building Cleaning Workers","A3J57G3L42PDR4",-2,1,1.59337688328092,1
"184","Building Cleaning Workers","A1AA20GYIOFY7N",-2,1,-0.782339056980636,1
"185","Building Cleaning Workers","A3760PCQD2MPIO",-1,1,1.59337688328092,1
"186","Building Cleaning Workers","A2JTDTGLA7IZ0L",0,1,1.59337688328092,1
"187","Building Cleaning Workers","A3S67PMO5ZG61S",-2,0,-0.141393533183422,1
"188","Building Cleaning Workers","A28NJNZ3NRZ85T",-2,1,-0.782339056980636,2
"189","Building Cleaning Workers","A28JXW5YZJDNK4",1,1,-0.421222884914163,0
"190","Building Cleaning Workers","AZV6NZ24XBR7I",-2,1,-0.0175293503386926,1
"191","Building Cleaning Workers","A28XFC7F3F89W8",-1,1,-0.421222884914163,0
"192","Building Cleaning Workers","A1OJV372NJPBJ0",-2,1,-1.12740473602646,0
"193","Building Cleaning Workers","A3C5DI9OH71AZC",-1,1,-0.782339056980636,1
"194","Building Cleaning Workers","A15FHCYJJXEFDN",-1,1,-0.782339056980636,0
"195","Building Cleaning Workers","A1EBLL5P6V0MRI",-1,1,-0.0175293503386926,1
"196","Building Cleaning Workers","A10YOLDH7F5J7F",-2,1,1.59337688328092,1
"197","Building Cleaning Workers","A2YBZFSUD5OP7W",-2,1,-0.421222884914163,1
"198","Building Cleaning Workers","A16D2GVNFHEB9V",-1,1,-0.782339056980636,0
"199","Building Cleaning Workers","AYQRCZU44R04H",-1,1,-1.12740473602646,0
"200","Building Cleaning Workers","A1WJC9VETYJYHP",-2,1,-0.421222884914163,2
"201","Building Cleaning Workers","AVAOZJAR2JLKH",-1,1,-0.0175293503386926,1
"202","Building Cleaning Workers","AFDC9A6Z60W2Z",-2,1,-0.421222884914163,0
"203","Building Cleaning Workers","A2DJNG082ZHH20",-2,1,-0.782339056980636,1
"204","Building Cleaning Workers","AA9PW65NC1SK5",-1,1,-1.12740473602646,1
"205","Building Cleaning Workers","A16PU53B41CJ22",0,1,-1.12740473602646,1
"206","Building Cleaning Workers","A9JHTV37LSE5F",-2,1,-0.421222884914163,1
"207","Building Cleaning Workers","AIH06SF8MK6XF",-2,1,-0.782339056980636,0
"208","Building Cleaning Workers","A3ER967LRUC39Y",-1,1,-0.141393533183422,1
"209","Building Cleaning Workers","A2SG52VOQKJL2P",-2,1,1.59337688328092,1
"210","Office Clerks, General","A3H8M155NBFE1L",-2,1,-0.72188372414533,0
"211","Office Clerks, General","A9U6DV3KM167J",-1,0,-0.72188372414533,2
"212","Office Clerks, General","A1AA20GYIOFY7N",-2,1,-0.72188372414533,1
"213","Office Clerks, General","AA9PW65NC1SK5",-1,1,1.09130206098558,1
"214","Office Clerks, General","A3S67PMO5ZG61S",-1,0,-0.826743896795298,1
"215","Office Clerks, General","A2M5VW97GIYLHB",1,1,-0.0969886933687592,0
"216","Office Clerks, General","A3FWFXTCHEX9UM",1,1,-0.826743896795298,1
"217","Office Clerks, General","AFDC9A6Z60W2Z",-2,1,-0.72188372414533,1
"218","Office Clerks, General","A259VM9OLD0RGN",-1,1,-0.0969886933687592,2
"219","Office Clerks, General","A2SG52VOQKJL2P",-1,1,-0.72188372414533,2
"220","Office Clerks, General","A10YOLDH7F5J7F",-2,0,-1.25022494450769,1
"221","Office Clerks, General","AL03X7TW8ZCB0",-2,1,-0.72188372414533,0
"222","Office Clerks, General","AAPPLL46644C0",-2,1,0.264127478697713,0
"223","Office Clerks, General","A3J57G3L42PDR4",1,1,-0.0969886933687592,2
"224","Office Clerks, General","A2ZKJP3R23LRDM",0,1,-0.0969886933687592,1
"225","Office Clerks, General","A9JHTV37LSE5F",-2,1,-0.72188372414533,0
"226","Office Clerks, General","A28JXW5YZJDNK4",-1,1,0.264127478697713,2
"227","Office Clerks, General","A2DJNG082ZHH20",-2,0,-1.25022494450769,1
"228","Office Clerks, General","A1QD0XE25CXJ2A",-1,1,-0.72188372414533,1
"229","Office Clerks, General","A1RDT8BS8A8S76",-1,1,-0.0969886933687592,0
"230","Office Clerks, General","A3760PCQD2MPIO",-1,1,-0.0969886933687592,1
"231","Office Clerks, General","A3ER967LRUC39Y",-1,1,-1.25022494450769,1
"232","Office Clerks, General","A8OE2E20OZYKI",-2,-1,-0.0969886933687592,0
"233","Office Clerks, General","A3C5DI9OH71AZC",0,1,-1.25022494450769,1
"234","Office Clerks, General","A16D2GVNFHEB9V",0,1,-0.72188372414533,0
"235","Office Clerks, General","A1IYFXLF8HPO0G",-1,1,0.264127478697713,1
"236","Office Clerks, General","A1XAOEDK0Y2KBT",1,1,-1.25022494450769,0
"237","Office Clerks, General","A1G05O3HM7DNVZ",0,1,-0.72188372414533,1
"238","Office Clerks, General","A2AQ06Z9QIHNX5",-2,1,-0.423050362219829,1
"239","Office Clerks, General","A1EBLL5P6V0MRI",0,1,-0.72188372414533,1
"240","Driver/Sales Workers and Truck Drivers","A8TCR99262PGK",-2,1,0.0550843265893566,1
"241","Driver/Sales Workers and Truck Drivers","A9JHTV37LSE5F",-1,1,0.0550843265893566,2
"242","Driver/Sales Workers and Truck Drivers","A1XAOEDK0Y2KBT",-1,1,-0.838902240888043,1
"243","Driver/Sales Workers and Truck Drivers","A1AA20GYIOFY7N",-1,1,0.0550843265893566,1
"244","Driver/Sales Workers and Truck Drivers","A28JXW5YZJDNK4",0,1,-1.20001841295452,0
"245","Driver/Sales Workers and Truck Drivers","AYG3MF094634L",-1,1,-0.930926876253686,0
"246","Driver/Sales Workers and Truck Drivers","A2ZKJP3R23LRDM",-1,1,-0.930926876253686,0
"247","Driver/Sales Workers and Truck Drivers","A3760PCQD2MPIO",-2,1,-1.20001841295452,2
"248","Driver/Sales Workers and Truck Drivers","A24ZKEJTS1O4IW",-1,1,-1.20001841295452,1
"249","Driver/Sales Workers and Truck Drivers","A22R7DT2XQIKXV",0,1,0.314334010250892,0
"250","Driver/Sales Workers and Truck Drivers","A2SG52VOQKJL2P",-2,1,1.0410955294324,2
"251","Driver/Sales Workers and Truck Drivers","AA9PW65NC1SK5",0,1,-0.473256893773006,1
"252","Driver/Sales Workers and Truck Drivers","A3J57G3L42PDR4",-2,1,-0.930926876253686,2
"253","Driver/Sales Workers and Truck Drivers","A1IYFXLF8HPO0G",-1,1,0.0550843265893566,2
"254","Driver/Sales Workers and Truck Drivers","AKATCXM6HXIU7",1,1,-1.20001841295452,0
"255","Driver/Sales Workers and Truck Drivers","A10YOLDH7F5J7F",-1,1,-0.214007210111471,1
"256","Driver/Sales Workers and Truck Drivers","A3C5DI9OH71AZC",-2,1,-0.214007210111471,1
"257","Driver/Sales Workers and Truck Drivers","A26JIHKBORI9X",-2,1,-0.214007210111471,2
"258","Driver/Sales Workers and Truck Drivers","A2EEUQ0YY2XIU",-2,1,-0.473256893773006,0
"259","Driver/Sales Workers and Truck Drivers","A2DJNG082ZHH20",-2,1,-0.214007210111471,1
"260","Driver/Sales Workers and Truck Drivers","AL03X7TW8ZCB0",-2,1,1.17569752730704,0
"261","Driver/Sales Workers and Truck Drivers","AFDC9A6Z60W2Z",-2,1,-0.473256893773006,0
"262","Driver/Sales Workers and Truck Drivers","A358YR7MWC6LRH",0,1,-0.930926876253686,2
"263","Driver/Sales Workers and Truck Drivers","A30MLBCTI3OWIR",-2,1,0.679979357365927,1
"264","Driver/Sales Workers and Truck Drivers","A2USD3XJ7TU9Y7",1,1,0.0550843265893566,0
"265","Driver/Sales Workers and Truck Drivers","A2J5N770I859WE",-2,1,0.0550843265893566,2
"266","Driver/Sales Workers and Truck Drivers","A20QBFTIO0MOL2",-1,1,-0.930926876253686,2
"267","Driver/Sales Workers and Truck Drivers","A3S67PMO5ZG61S",-1,1,0.314334010250892,2
"268","Driver/Sales Workers and Truck Drivers","A70AS0KVKADBY",-2,1,0.0550843265893566,1
"269","Driver/Sales Workers and Truck Drivers","A2AQ06Z9QIHNX5",-1,1,-0.214007210111471,1
"270","Registered Nurses","A2SG52VOQKJL2P",-1,1,-0.739677739160348,1
"271","Registered Nurses","A3760PCQD2MPIO",0,1,-0.739677739160348,1
"272","Registered Nurses","AM2WGEJDWJY1I",0,1,0.413558511978587,2
"273","Registered Nurses","A2EEUQ0YY2XIU",-1,1,-0.211336518797985,2
"274","Registered Nurses","A28NJNZ3NRZ85T",-1,1,-0.211336518797985,2
"275","Registered Nurses","A3FWFXTCHEX9UM",1,1,-0.933597567567173,2
"276","Registered Nurses","AL03X7TW8ZCB0",-2,1,-1.19734772164103,2
"277","Registered Nurses","A2CQP9DZSDUC5V",0,0,-0.933597567567173,2
"278","Registered Nurses","A2ZKJP3R23LRDM",-2,1,-1.19734772164103,2
"279","Registered Nurses","A323WW03VM8089",2,1,-0.211336518797985,2
"280","Registered Nurses","A15I7L8DS3FV6U",-2,1,0.413558511978587,2
"281","Registered Nurses","A2DJNG082ZHH20",0,1,-0.739677739160348,2
"282","Registered Nurses","A24UO1UN0P7O0M",-1,1,0.774674684045059,2
"283","Registered Nurses","A9JHTV37LSE5F",1,1,-0.739677739160348,2
"284","Registered Nurses","A2J5N770I859WE",-2,1,1.17836821862053,1
"285","Registered Nurses","A1OJV372NJPBJ0",2,1,-0.211336518797985,2
"286","Registered Nurses","AFDC9A6Z60W2Z",-2,1,-1.19734772164103,2
"287","Registered Nurses","A3H8M155NBFE1L",-2,1,0.774674684045059,2
"288","Registered Nurses","ARFK5JVM6G8T2",-1,1,-0.211336518797985,2
"289","Registered Nurses","A28JXW5YZJDNK4",-1,1,-0.739677739160348,2
"290","Registered Nurses","AXXE3YFPKF64O",1,1,0.413558511978587,2
"291","Registered Nurses","A16D2GVNFHEB9V",1,1,-0.739677739160348,2
"292","Registered Nurses","A15FHCYJJXEFDN",-2,1,-0.211336518797985,2
"293","Registered Nurses","A10YOLDH7F5J7F",-1,1,0.413558511978587,2
"294","Registered Nurses","A1AA20GYIOFY7N",0,1,0.413558511978587,2
"295","Registered Nurses","AA9PW65NC1SK5",0,1,1.34556456228018,2
"296","Registered Nurses","A3S67PMO5ZG61S",-1,1,-1.19734772164103,2
"297","Registered Nurses","A3J57G3L42PDR4",0,1,0.413558511978587,2
"298","Registered Nurses","A23H9YT8Y0K7IG",1,0,-0.739677739160348,2
"299","Registered Nurses","A24ZKEJTS1O4IW",-1,1,-0.933597567567173,2
"300","Nursing, Psychiatric, and Home Health Aides","AQHEUOC8K27FR",-2,1,-0.649272402585341,1
"301","Nursing, Psychiatric, and Home Health Aides","A2EEUQ0YY2XIU",-2,1,-0.371013997992924,0
"302","Nursing, Psychiatric, and Home Health Aides","A3ULLVXV9O1K4B",-1,1,-0.649272402585341,0
"303","Nursing, Psychiatric, and Home Health Aides","AA9PW65NC1SK5",0,1,4.86696918457971,0
"304","Nursing, Psychiatric, and Home Health Aides","AHMFDP04U8I02",0,0,0.212091114470808,0
"305","Nursing, Psychiatric, and Home Health Aides","A24ZKEJTS1O4IW",-2,1,1.19810231731385,1
"306","Nursing, Psychiatric, and Home Health Aides","A3FWFXTCHEX9UM",0,1,1.19810231731385,0
"307","Nursing, Psychiatric, and Home Health Aides","A2DJNG082ZHH20",-1,1,1.19810231731385,0
"308","Nursing, Psychiatric, and Home Health Aides","A2SG52VOQKJL2P",-2,1,0.212091114470808,0
"309","Nursing, Psychiatric, and Home Health Aides","A3ER967LRUC39Y",-2,1,-1.1776136229477,2
"310","Nursing, Psychiatric, and Home Health Aides","A3760PCQD2MPIO",0,1,0.57320728653728,1
